timestamp,asset_id,metric_name,value,unit
2024-01-01 00:00:00,core-sw,latency,7.17,ms
2024-01-01 00:00:00,core-sw,packet_loss,0.029,percent
2024-01-01 00:00:00,core-sw,crc_error,0.018,count
2024-01-01 00:00:00,core-sw,snr_db,38.62,dB
2024-01-01 00:00:00,core-sw,throughput,877.6,Mbps
2024-01-01 00:00:00,dist-sw,latency,4.72,ms
2024-01-01 00:00:00,dist-sw,packet_loss,0.059,percent
2024-01-01 00:00:00,dist-sw,crc_error,0.011,count
2024-01-01 00:00:00,dist-sw,snr_db,37.2,dB
2024-01-01 00:00:00,dist-sw,throughput,916.0,Mbps
2024-01-01 00:00:00,edge-sw-a,latency,5.86,ms
2024-01-01 00:00:00,edge-sw-a,packet_loss,0.029,percent
2024-01-01 00:00:00,edge-sw-a,crc_error,0.016,count
2024-01-01 00:00:00,edge-sw-a,snr_db,37.19,dB
2024-01-01 00:00:00,edge-sw-a,throughput,897.7,Mbps
2024-01-01 00:00:00,edge-sw-b,latency,4.04,ms
2024-01-01 00:00:00,edge-sw-b,packet_loss,0.042,percent
2024-01-01 00:00:00,edge-sw-b,crc_error,0.036,count
2024-01-01 00:00:00,edge-sw-b,snr_db,38.01,dB
2024-01-01 00:00:00,edge-sw-b,throughput,886.2,Mbps
2024-01-01 00:00:00,plc-1,latency,15.2,ms
2024-01-01 00:00:00,plc-1,packet_loss,0.138,percent
2024-01-01 00:00:00,plc-1,crc_error,0.018,count
2024-01-01 00:00:00,plc-1,snr_db,38.39,dB
2024-01-01 00:00:00,plc-1,throughput,875.4,Mbps
2024-01-01 00:00:00,plc-2,latency,15.19,ms
2024-01-01 00:00:00,plc-2,packet_loss,0.157,percent
2024-01-01 00:00:00,plc-2,crc_error,0.017,count
2024-01-01 00:00:00,plc-2,snr_db,38.05,dB
2024-01-01 00:00:00,plc-2,throughput,907.9,Mbps
2024-01-01 00:00:00,hmi-1,latency,14.26,ms
2024-01-01 00:00:00,hmi-1,packet_loss,0.109,percent
2024-01-01 00:00:00,hmi-1,crc_error,0.021,count
2024-01-01 00:00:00,hmi-1,snr_db,37.94,dB
2024-01-01 00:00:00,hmi-1,throughput,914.2,Mbps
2024-01-01 00:05:00,core-sw,latency,5.22,ms
2024-01-01 00:05:00,core-sw,packet_loss,0.049,percent
2024-01-01 00:05:00,core-sw,crc_error,0.025,count
2024-01-01 00:05:00,core-sw,snr_db,37.52,dB
2024-01-01 00:05:00,core-sw,throughput,895.3,Mbps
2024-01-01 00:05:00,dist-sw,latency,5.75,ms
