timestamp,asset_id,metric_name,value,unit
2024-01-01 00:00:00,core-sw,latency,5.5,ms
2024-01-01 00:00:00,core-sw,packet_loss,0.093,percent
2024-01-01 00:00:00,core-sw,crc_error,0.023,count
2024-01-01 00:00:00,core-sw,snr_db,38.56,dB
2024-01-01 00:00:00,core-sw,throughput,906.4,Mbps
2024-01-01 00:00:00,dist-sw,latency,5.28,ms
2024-01-01 00:00:00,dist-sw,packet_loss,0.151,percent
2024-01-01 00:00:00,dist-sw,crc_error,0.022,count
2024-01-01 00:00:00,dist-sw,snr_db,38.23,dB
2024-01-01 00:00:00,dist-sw,throughput,910.9,Mbps
2024-01-01 00:00:00,edge-sw-a,latency,4.54,ms
2024-01-01 00:00:00,edge-sw-a,packet_loss,0.077,percent
2024-01-01 00:00:00,edge-sw-a,crc_error,0.014,count
2024-01-01 00:00:00,edge-sw-a,snr_db,39.31,dB
2024-01-01 00:00:00,edge-sw-a,throughput,919.0,Mbps
2024-01-01 00:00:00,edge-sw-b,latency,5.82,ms
2024-01-01 00:00:00,edge-sw-b,packet_loss,0.024,percent
2024-01-01 00:00:00,edge-sw-b,crc_error,0.012,count
2024-01-01 00:00:00,edge-sw-b,snr_db,38.45,dB
2024-01-01 00:00:00,edge-sw-b,throughput,871.8,Mbps
2024-01-01 00:00:00,plc-1,latency,16.47,ms
2024-01-01 00:00:00,plc-1,packet_loss,0.089,percent
2024-01-01 00:00:00,plc-1,crc_error,0.012,count
2024-01-01 00:00:00,plc-1,snr_db,36.72,dB
2024-01-01 00:00:00,plc-1,throughput,907.9,Mbps
2024-01-01 00:00:00,plc-2,latency,15.12,ms
2024-01-01 00:00:00,plc-2,packet_loss,0.074,percent
2024-01-01 00:00:00,plc-2,crc_error,0.012,count
2024-01-01 00:00:00,plc-2,snr_db,38.3,dB
2024-01-01 00:00:00,plc-2,throughput,894.2,Mbps
2024-01-01 00:00:00,hmi-1,latency,14.4,ms
2024-01-01 00:00:00,hmi-1,packet_loss,0.193,percent
2024-01-01 00:00:00,hmi-1,crc_error,0.011,count
2024-01-01 00:00:00,hmi-1,snr_db,38.27,dB
2024-01-01 00:00:00,hmi-1,throughput,899.9,Mbps
2024-01-01 00:05:00,core-sw,latency,4.77,ms
2024-01-01 00:05:00,core-sw,packet_loss,0.119,percent
2024-01-01 00:05:00,core-sw,crc_error,0.021,count
2024-01-01 00:05:00,core-sw,snr_db,37.9,dB
2024-01-01 00:05:00,core-sw,throughput,860.8,Mbps
2024-01-01 00:05:00,dist-sw,latency,3.67,ms
2024-01-01 00:05:00,dist-sw,packet_loss,0.11,percent
2024-01-01 00:05:00,dist-sw,crc_error,0.045,count
2024-01-01 00:05:00,dist-sw,snr_db,37.89,dB
2024-01-01 00:05:00,dist-sw,throughput,917.6,Mbps
2024-01-01 00:05:00,edge-sw-a,latency,3.99,ms
2024-01-01 00:05:00,edge-sw-a,packet_loss,0.021,percent
2024-01-01 00:05:00,edge-sw-a,crc_error,0.013,count
2024-01-01 00:05:00,edge-sw-a,snr_db,38.23,dB
2024-01-01 00:05:00,edge-sw-a,throughput,921.1,Mbps
2024-01-01 00:05:00,edge-sw-b,latency,5.34,ms
2024-01-01 00:05:00,edge-sw-b,packet_loss,0.012,percent
2024-01-01 00:05:00,edge-sw-b,crc_error,0.012,count
2024-01-01 00:05:00,edge-sw-b,snr_db,37.71,dB
2024-01-01 00:05:00,edge-sw-b,throughput,917.8,Mbps
2024-01-01 00:05:00,plc-1,latency,15.89,ms
2024-01-01 00:05:00,plc-1,packet_loss,0.138,percent
2024-01-01 00:05:00,plc-1,crc_error,0.011,count
2024-01-01 00:05:00,plc-1,snr_db,38.42,dB
2024-01-01 00:05:00,plc-1,throughput,893.8,Mbps
